Year,NB.std,NB.res,KGU.std,KGU.res
2008,,,1.17125,1.26633
2009,,,0.97614,0.99221
2010,,,1.18327,1.21951
2011,,,0.83721,0.7944
2012,,,0.5965,0.65771
2013,,,0.66447,0.80946
2014,,,0.88645,1.05709
2015,,,1.02342,1.08991
2016,,,1.05267,1.07159
2017,,,1.05151,1.08612
2018,,,0.31997,0.32811
2019,,,0.96423,1.23499
2020,,,0.7803,0.97133
